main-2019-11-11T12:44:13.484799.jpg;1496,536,1537,554,0 792,536,827,556,0 930,495,1007,572,0 1326,524,1337,558,1 
main-2019-11-11T12:44:14.518715.jpg;1515,543,1557,563,0 766,544,804,566,0 922,506,991,575,0 1354,531,1365,567,1 
main-2019-11-11T12:44:15.515694.jpg;1543,543,1587,564,0 751,544,792,568,0 808,543,836,560,0 924,510,987,572,0 1385,530,1398,569,1 
main-2019-11-11T12:44:16.547480.jpg;1578,544,1623,566,0 736,545,781,570,0 800,543,830,561,0 928,513,985,570,0 1420,530,1434,572,1 
main-2019-11-11T12:44:17.581820.jpg;1628,545,1675,569,0 714,546,765,574,0 789,545,822,564,0 931,516,984,568,0 1689,544,1715,561,0 1479,530,1494,576,1 
main-2019-11-11T12:44:18.581319.jpg;1686,544,1735,570,0 688,545,746,576,0 811,543,838,560,0 777,544,812,564,0 932,516,982,566,0 1733,543,1763,561,0 1553,527,1570,579,1 
main-2019-11-11T12:44:19.580447.jpg;1762,545,1813,573,0 652,546,721,581,0 801,543,830,561,0 762,544,801,566,0 934,517,981,564,0 1649,526,1667,583,1 
main-2019-11-11T12:44:20.617333.jpg;1849,548,1902,579,0 609,549,690,590,0 790,546,822,565,0 1815,536,1823,561,1 745,547,788,571,0 935,520,980,565,0 1765,527,1785,591,1 
main-2019-11-11T12:44:21.650724.jpg;528,548,636,598,0 773,544,809,565,0 1893,533,1902,560,1 717,545,767,572,0 936,519,979,562,0 
main-2019-11-11T12:44:22.685485.jpg;398,551,553,616,0 752,544,793,568,0 681,545,741,577,0 936,519,979,562,0 
main-2019-11-11T12:44:23.548756.jpg;215,554,446,640,0 732,544,778,570,0 642,546,713,582,0 936,519,979,562,0 1147,532,1156,564,1 
main-2019-11-11T12:44:23.709190.jpg;177,554,425,646,0 728,545,775,571,0 636,546,709,583,0 936,519,979,562,0 1150,532,1159,564,1 
main-2019-11-11T12:44:23.776723.jpg;145,555,407,650,0 726,545,773,571,0 630,546,705,584,0 936,519,979,562,0 1152,532,1162,564,1 
main-2019-11-11T12:44:23.911184.jpg;99,555,383,656,0 722,545,771,572,0 623,547,700,585,0 936,519,979,562,0 1155,532,1165,565,1 
main-2019-11-11T12:44:24.030063.jpg;60,556,363,661,0 719,545,769,572,0 617,547,696,586,0 936,519,979,562,0 1158,532,1167,565,1 
main-2019-11-11T12:44:24.149775.jpg;0,557,332,670,0 715,545,766,573,0 609,547,690,587,0 937,519,979,562,0 1161,532,1171,565,1 
main-2019-11-11T12:44:24.241119.jpg;0,557,309,676,0 713,545,764,573,0 604,547,687,588,0 938,519,980,562,0 1165,531,1175,566,1 
main-2019-11-11T12:44:24.371634.jpg;0,558,279,686,0 712,545,764,574,0 598,547,684,589,0 940,519,983,561,0 1171,531,1181,566,1 
main-2019-11-11T12:44:24.484613.jpg;0,559,251,694,0 709,545,762,574,0 592,547,680,590,0 941,519,983,561,0 1174,531,1185,566,1 
main-2019-11-11T12:44:24.585012.jpg;0,560,220,703,0 706,545,760,574,0 585,547,675,591,0 941,519,982,561,0 1177,531,1188,567,1 
main-2019-11-11T12:44:24.709733.jpg;702,545,757,575,0 576,548,669,592,0 940,520,982,561,0 1181,531,1192,567,1 
main-2019-11-11T12:44:24.811820.jpg;698,545,755,575,0 568,548,664,593,0 940,520,982,561,0 1184,531,1195,568,1 
main-2019-11-11T12:44:24.940412.jpg;693,545,751,576,0 557,548,656,595,0 940,520,982,561,0 1189,531,1200,568,1 
main-2019-11-11T12:44:25.072702.jpg;689,545,748,577,0 546,548,649,596,0 940,520,982,561,0 1193,531,1205,569,1 
main-2019-11-11T12:44:25.173536.jpg;688,546,748,577,0 541,548,646,597,0 943,519,984,561,0 1200,530,1211,569,1 
main-2019-11-11T12:44:25.273804.jpg;685,546,746,578,0 533,549,641,599,0 944,519,986,561,0 1204,530,1216,570,1 
main-2019-11-11T12:44:25.409743.jpg;680,546,743,579,0 521,549,634,600,0 944,519,986,561,0 1209,530,1222,570,1 
main-2019-11-11T12:44:25.511605.jpg;676,546,740,579,0 511,549,627,602,0 941,519,988,561,0 1213,530,1226,571,1 
main-2019-11-11T12:44:25.638709.jpg;670,546,736,580,0 496,549,617,604,0 938,519,991,562,0 1219,530,1232,572,1 
main-2019-11-11T12:44:25.749451.jpg;666,546,733,580,0 485,549,610,605,0 934,519,992,562,0 1223,530,1236,572,1 
main-2019-11-11T12:44:25.873849.jpg;660,546,729,581,0 469,550,600,607,0 930,519,993,562,0 1229,529,1242,573,1 
main-2019-11-11T12:44:26.046857.jpg;654,546,724,582,0 453,550,590,610,0 928,519,991,562,0 1234,529,1248,573,1 
main-2019-11-11T12:44:26.118958.jpg;649,546,721,583,0 439,550,582,611,0 926,519,989,562,0 1239,529,1253,574,1 
main-2019-11-11T12:44:26.239249.jpg;735,508,861,559,0 642,546,716,584,0 419,550,569,614,0 922,519,987,562,0 1246,529,1260,575,1 
main-2019-11-11T12:44:26.340523.jpg;727,508,854,559,0 637,547,712,585,0 403,551,560,616,0 917,519,989,562,0 1251,528,1266,576,1 
main-2019-11-11T12:44:26.454273.jpg;719,508,846,559,0 631,547,709,585,0 387,551,550,619,0 911,519,990,562,0 1256,528,1271,576,1 
main-2019-11-11T12:44:26.572601.jpg;709,508,838,560,0 626,547,705,586,0 367,551,538,622,0 904,519,992,562,0 1265,528,1281,577,1 
main-2019-11-11T12:44:26.673380.jpg;701,507,831,560,0 620,547,701,587,0 348,552,527,624,0 898,519,991,562,0 1271,528,1287,578,1 
main-2019-11-11T12:44:26.807086.jpg;690,507,821,560,0 612,547,696,588,0 323,552,512,628,0 890,519,988,562,0 1279,527,1295,579,1 
main-2019-11-11T12:44:26.921251.jpg;606,547,692,589,0 301,553,500,631,0 886,519,983,562,0 1285,527,1302,580,1 
main-2019-11-11T12:44:27.061597.jpg;668,507,802,560,0 596,547,685,591,0 268,553,481,635,0 877,519,979,562,0 1294,527,1311,581,1 
main-2019-11-11T12:44:27.148075.jpg;659,506,794,560,0 589,548,681,592,0 243,553,467,639,0 869,519,977,562,0 1301,527,1319,582,1 
main-2019-11-11T12:44:27.239744.jpg;649,506,785,561,0 582,548,676,593,0 215,554,452,643,0 861,519,974,562,0 1308,526,1326,582,1 
main-2019-11-11T12:44:27.384625.jpg;635,506,773,561,0 572,548,669,594,0 177,554,431,648,0 850,519,969,562,0 1318,526,1337,584,1 
main-2019-11-11T12:44:27.481892.jpg;623,505,763,561,0 564,548,664,595,0 144,555,413,653,0 842,519,963,562,0 1326,526,1345,585,1 
main-2019-11-11T12:44:27.611182.jpg;606,505,748,561,0 554,548,657,597,0 97,556,389,659,0 831,519,954,562,0 1337,525,1357,586,1 
main-2019-11-11T12:44:27.719775.jpg;593,505,736,561,0 545,548,651,598,0 57,556,368,665,0 823,519,948,562,0 1345,525,1366,587,1 
main-2019-11-11T12:44:27.837741.jpg;572,504,717,562,0 532,549,643,600,0 0,557,337,674,0 812,518,939,562,0 1358,524,1380,589,1 
main-2019-11-11T12:44:27.939587.jpg;556,504,703,562,0 522,549,636,601,0 0,558,312,680,0 804,518,932,563,0 1368,524,1390,590,1 
main-2019-11-11T12:44:28.071768.jpg;507,549,626,603,0 0,559,275,691,0 791,518,920,563,0 1379,524,1403,592,1 
main-2019-11-11T12:44:28.172849.jpg;495,549,618,604,0 0,559,245,700,0 781,518,911,563,0 1390,523,1414,593,1 
main-2019-11-11T12:44:28.273405.jpg;484,549,611,606,0 0,560,213,710,0 770,518,902,563,0 1401,523,1426,594,1 
main-2019-11-11T12:44:28.409357.jpg;468,550,601,608,0 756,518,889,563,0 
main-2019-11-11T12:44:28.519212.jpg;455,550,593,610,0 745,518,879,563,0 
main-2019-11-11T12:44:28.610736.jpg;442,550,585,612,0 735,517,869,563,0 1444,521,1472,600,1 
main-2019-11-11T12:44:28.751939.jpg;423,551,573,614,0 722,517,858,564,0 1463,520,1493,602,1 
main-2019-11-11T12:44:28.857182.jpg;406,551,563,617,0 711,517,849,564,0 1481,520,1511,604,1 
main-2019-11-11T12:44:29.009420.jpg;385,551,550,620,0 699,517,838,564,0 1503,519,1535,607,1 
main-2019-11-11T12:44:29.072295.jpg;367,551,540,622,0 1521,518,1555,609,1 688,517,828,564,0 
main-2019-11-11T12:44:29.186143.jpg;349,552,528,625,0 679,517,821,564,0 1541,517,1577,612,1 
main-2019-11-11T12:44:29.321332.jpg;322,552,513,629,0 666,516,809,565,0 1569,516,1607,616,1 
main-2019-11-11T12:44:29.415704.jpg;301,553,501,632,0 656,516,801,565,0 1592,515,1632,618,1 
main-2019-11-11T12:44:29.552462.jpg;270,553,483,636,0 642,516,789,565,0 1625,514,1668,623,1 
main-2019-11-11T12:44:29.638814.jpg;242,554,468,640,0 631,516,779,565,0 1656,513,1701,627,1 
main-2019-11-11T12:44:29.772207.jpg;205,554,447,645,0 616,515,767,566,0 1696,511,1745,632,1 
main-2019-11-11T12:44:29.906697.jpg;163,555,424,651,0 600,515,754,566,0 1739,509,1793,638,1 842,534,848,557,1 
main-2019-11-11T12:44:30.038650.jpg;1114,534,1121,558,1 118,555,400,657,0 585,515,741,566,0 841,534,847,557,1 1790,507,1849,644,1 
main-2019-11-11T12:44:30.172289.jpg;63,556,372,664,0 568,514,727,567,0 840,534,846,557,1 
main-2019-11-11T12:44:30.278213.jpg;19,557,350,671,0 555,514,715,567,0 839,534,846,558,1 
main-2019-11-11T12:44:30.420717.jpg;0,558,319,679,0 536,514,699,567,0 838,534,845,558,1 
main-2019-11-11T12:44:30.576806.jpg;0,559,285,690,0 515,514,681,568,0 837,534,844,558,1 
main-2019-11-11T12:44:30.640754.jpg;0,559,255,698,0 497,513,666,568,0 836,534,843,558,1 
main-2019-11-11T12:44:30.768648.jpg;826,534,833,558,1 1111,534,1118,559,1 
main-2019-11-11T12:44:30.879337.jpg;1099,534,1106,559,1 812,533,819,558,1 
main-2019-11-11T12:44:31.013909.jpg;1073,534,1080,559,1 365,509,549,568,0 783,533,790,558,1 
main-2019-11-11T12:44:31.109145.jpg;1046,534,1053,560,1 306,507,498,567,0 754,532,761,558,1 
main-2019-11-11T12:44:31.237858.jpg;1005,534,1012,560,1 709,532,717,557,1 
main-2019-11-11T12:44:31.339779.jpg;991,534,999,560,1 693,532,700,558,1 
main-2019-11-11T12:44:31.468483.jpg;988,534,995,560,1 687,532,694,558,1 
main-2019-11-11T12:44:31.570376.jpg;988,533,995,560,1 684,533,691,559,1 
main-2019-11-11T12:44:31.714297.jpg;987,533,995,560,1 681,533,687,559,1 
main-2019-11-11T12:44:31.835019.jpg;987,533,995,560,1 677,533,684,560,1 
main-2019-11-11T12:44:31.948147.jpg;987,533,995,560,1 674,533,682,560,1 
main-2019-11-11T12:44:32.039637.jpg;987,533,995,560,1 671,533,679,560,1 
main-2019-11-11T12:44:32.182557.jpg;987,533,995,560,1 668,533,675,560,1 
main-2019-11-11T12:44:32.303785.jpg;987,533,995,561,1 663,533,671,561,1 
main-2019-11-11T12:44:32.439345.jpg;988,533,996,561,1 660,533,668,561,1 
main-2019-11-11T12:44:32.608483.jpg;988,533,996,561,1 656,533,664,561,1 
main-2019-11-11T12:44:32.671297.jpg;988,533,996,561,1 652,533,661,561,1 
main-2019-11-11T12:44:32.804074.jpg;989,533,997,562,1 648,533,657,561,1 
main-2019-11-11T12:44:32.905909.jpg;989,533,997,562,1 645,533,654,561,1 
main-2019-11-11T12:44:33.035225.jpg;989,533,998,562,1 
main-2019-11-11T12:44:33.152614.jpg;990,533,998,562,1 639,533,647,562,1 
main-2019-11-11T12:44:33.239057.jpg;990,532,998,562,1 636,533,644,562,1 
main-2019-11-11T12:44:33.370387.jpg;990,532,999,563,1 632,533,640,562,1 
main-2019-11-11T12:44:33.474548.jpg;991,532,999,563,1 629,533,637,562,1 
main-2019-11-11T12:44:33.603242.jpg;991,532,1000,563,1 625,532,633,563,1 
main-2019-11-11T12:44:33.717848.jpg;991,532,1000,564,1 622,532,630,563,1 
main-2019-11-11T12:44:33.834946.jpg;992,532,1001,564,1 618,532,626,563,1 
main-2019-11-11T12:44:33.952018.jpg;992,532,1001,564,1 614,532,622,563,1 
main-2019-11-11T12:44:34.070743.jpg;992,532,1001,564,1 610,532,618,563,1 
main-2019-11-11T12:44:34.171549.jpg;992,532,1001,565,1 607,532,615,564,1 
main-2019-11-11T12:44:34.271564.jpg;992,532,1001,565,1 603,532,612,564,1 
main-2019-11-11T12:44:34.404518.jpg;992,532,1002,565,1 598,532,607,564,1 
main-2019-11-11T12:44:34.504712.jpg;992,532,1002,565,1 595,532,604,564,1 
main-2019-11-11T12:44:34.652356.jpg;992,532,1002,566,1 590,532,599,565,1 
main-2019-11-11T12:44:34.738109.jpg;992,531,1002,566,1 586,532,596,565,1 
main-2019-11-11T12:44:34.876965.jpg;992,531,1002,566,1 582,532,591,565,1 
main-2019-11-11T12:44:35.003555.jpg;992,531,1002,566,1 576,532,586,565,1 
main-2019-11-11T12:44:35.104563.jpg;992,531,1002,567,1 573,532,582,566,1 
main-2019-11-11T12:44:35.247380.jpg;998,531,1008,567,1 574,532,583,566,1 
main-2019-11-11T12:44:35.338274.jpg;1009,531,1019,567,1 582,532,591,567,1 
main-2019-11-11T12:44:35.471194.jpg;1018,531,1029,567,1 210,535,219,559,1 587,532,596,567,1 
main-2019-11-11T12:44:35.603529.jpg;1020,531,1031,568,1 202,535,211,558,1 
main-2019-11-11T12:44:35.713237.jpg;1021,531,1032,568,1 196,535,205,558,1 
main-2019-11-11T12:44:35.848156.jpg;1030,531,1040,568,1 197,535,206,559,1 
main-2019-11-11T12:44:35.981342.jpg;1036,530,1047,569,1 1082,540,1141,562,0 195,535,205,559,1 
main-2019-11-11T12:44:36.073250.jpg;1037,530,1048,569,1 1079,540,1138,563,0 189,534,198,559,1 
main-2019-11-11T12:44:36.204309.jpg;1039,530,1050,570,1 1076,540,1136,563,0 179,534,189,558,1 
main-2019-11-11T12:44:36.305937.jpg;1045,530,1056,570,1 1078,540,1139,563,0 179,535,189,559,1 
main-2019-11-11T12:44:36.414483.jpg;1052,530,1064,570,1 1083,540,1143,563,0 181,535,191,559,1 
main-2019-11-11T12:44:36.538729.jpg;1055,530,1067,571,1 1082,540,1143,563,0 173,534,183,559,1 
main-2019-11-11T12:44:36.639985.jpg;1060,530,1071,571,1 1084,540,1146,564,0 170,534,180,559,1 
main-2019-11-11T12:44:36.770152.jpg;1071,530,1083,571,1 1092,540,1155,564,0 173,535,184,560,1 
main-2019-11-11T12:44:36.870137.jpg;1074,529,1086,572,1 1093,540,1156,564,0 168,534,178,560,1 1093,502,1240,563,0 
main-2019-11-11T12:44:37.014924.jpg;1128,538,1201,564,0 1077,529,1090,572,1 1094,540,1158,564,0 160,534,171,560,1 1092,502,1241,563,0 
main-2019-11-11T12:44:37.121285.jpg;1132,538,1205,564,0 1086,529,1098,572,1 1101,540,1165,564,0 163,535,173,560,1 1098,501,1247,563,0 
main-2019-11-11T12:44:37.239289.jpg;1105,529,1118,573,1 1118,539,1184,565,0 177,535,187,561,1 1113,500,1265,563,0 
main-2019-11-11T12:44:37.341929.jpg;1112,529,1125,573,1 1124,540,1190,565,0 177,535,188,561,1 1118,500,1271,563,0 
main-2019-11-11T12:44:37.470155.jpg;1116,529,1129,574,1 168,535,179,560,1 1119,500,1273,564,0 
main-2019-11-11T12:44:37.579336.jpg;1118,529,1131,574,1 160,534,171,560,1 1118,500,1274,564,0 588,530,600,572,1 
main-2019-11-11T12:44:37.703961.jpg;1121,529,1135,575,1 150,534,161,560,1 1119,499,1276,565,0 582,530,595,572,1 
main-2019-11-11T12:44:37.805876.jpg;1128,528,1142,575,1 148,534,160,560,1 1123,499,1283,565,0 583,530,596,573,1 
main-2019-11-11T12:44:37.911070.jpg;1141,528,1155,576,1 1135,498,1296,565,0 590,530,603,573,1 
main-2019-11-11T12:44:38.037644.jpg;1169,527,1183,576,1 1159,497,1324,564,0 609,530,623,574,1 
main-2019-11-11T12:44:38.146842.jpg;1198,527,1212,576,1 1186,495,1355,564,0 632,531,645,575,1 
main-2019-11-11T12:44:38.247521.jpg;1234,526,1249,576,1 1221,494,1394,564,0 661,531,674,576,1 
main-2019-11-11T12:44:38.370791.jpg;1298,524,1314,576,1 1282,490,1463,563,0 709,531,725,576,1 
main-2019-11-11T12:44:38.470856.jpg;1355,522,1372,576,1 1335,488,1524,562,0 
main-2019-11-11T12:44:38.604950.jpg;1419,483,1621,561,0 
main-2019-11-11T12:44:38.709941.jpg;1495,478,1712,559,0 1542,516,1562,574,1 
main-2019-11-11T12:44:38.878729.jpg;1652,512,1674,573,1 
main-2019-11-11T12:44:38.937388.jpg;1736,461,1919,555,0 1034,526,1048,574,1 
main-2019-11-11T12:44:39.068730.jpg;1141,523,1155,573,1 
main-2019-11-11T12:44:39.181295.jpg;1224,520,1239,571,1 
main-2019-11-11T12:44:39.304167.jpg;1373,515,1390,569,1 
main-2019-11-11T12:44:39.414388.jpg;1429,515,1448,563,1 
main-2019-11-11T12:44:39.539179.jpg;0,538,62,583,0 1530,514,1551,565,1 
main-2019-11-11T12:44:39.671322.jpg;35,530,98,574,0 
main-2019-11-11T12:44:39.803821.jpg;31,524,93,568,0 1656,520,1678,583,1 
main-2019-11-11T12:44:39.905186.jpg;27,521,88,565,0 1668,522,1691,587,1 
main-2019-11-11T12:44:40.005271.jpg;31,520,91,564,0 1618,525,1638,581,1 1687,522,1710,589,1 
main-2019-11-11T12:44:40.148941.jpg;51,521,108,564,0 1652,524,1672,582,1 1725,521,1750,590,1 
main-2019-11-11T12:44:40.270026.jpg;90,523,145,565,0 0,547,17,566,0 
main-2019-11-11T12:44:40.372890.jpg;129,525,181,566,0 18,548,51,567,0 
main-2019-11-11T12:44:40.521927.jpg;192,527,241,567,0 84,550,116,569,0 1848,516,1870,582,1 0,552,27,580,0 
main-2019-11-11T12:44:40.638520.jpg;272,528,318,567,0 43,554,95,581,0 169,551,200,570,0 
main-2019-11-11T12:44:40.754862.jpg;113,554,164,581,0 237,552,268,570,0 
main-2019-11-11T12:44:40.840612.jpg;188,555,237,582,0 310,552,340,570,0 0,561,56,606,0 
main-2019-11-11T12:44:40.942500.jpg;23,561,127,605,0 267,554,315,581,0 387,552,416,570,0 
main-2019-11-11T12:44:41.079084.jpg;150,560,246,603,0 241,543,255,584,1 376,554,422,580,0 493,551,520,569,0 30,564,166,619,0 
main-2019-11-11T12:44:41.218377.jpg;291,559,380,600,0 378,543,392,581,1 498,552,544,579,0 613,549,640,567,0 178,562,304,615,0 
main-2019-11-11T12:44:41.341863.jpg;397,556,482,597,0 484,540,497,578,1 593,550,638,577,0 708,547,735,565,0 288,560,408,611,0 
main-2019-11-11T12:44:41.485862.jpg;438,554,523,594,0 527,538,539,575,1 631,549,676,576,0 748,546,775,564,0 329,557,448,608,0 
main-2019-11-11T12:44:41.544282.jpg;446,551,532,591,0 538,535,550,573,1 638,547,685,574,0 760,544,787,563,0 333,554,455,605,0 
main-2019-11-11T12:44:41.674527.jpg;442,549,531,589,0 540,533,552,571,1 635,546,684,574,0 763,543,791,562,0 324,551,450,603,0 
main-2019-11-11T12:44:41.779230.jpg;444,548,535,589,0 546,532,559,570,1 637,545,688,574,0 770,543,798,562,0 322,551,451,603,0 
main-2019-11-11T12:44:41.911032.jpg;459,548,551,589,0 566,532,578,570,1 650,545,703,575,0 789,543,818,563,0 331,551,464,604,0 
main-2019-11-11T12:44:42.013967.jpg;478,549,571,590,0 588,532,601,570,1 666,546,721,576,0 810,543,840,563,0 347,551,482,606,0 
main-2019-11-11T12:44:42.142581.jpg;490,549,585,591,0 605,532,618,571,1 676,546,733,578,0 827,543,857,564,0 353,551,492,607,0 
main-2019-11-11T12:44:42.251887.jpg;484,548,581,591,0 847,539,874,560,0 605,531,617,570,1 669,546,729,579,0 827,543,858,564,0 342,551,485,608,0 
main-2019-11-11T12:44:42.373405.jpg;473,548,574,592,0 845,539,873,560,0 601,531,613,570,1 657,546,720,580,0 824,543,856,565,0 322,550,472,609,0 
main-2019-11-11T12:44:42.516822.jpg;463,548,566,593,0 843,539,872,560,0 597,530,610,570,1 644,546,711,582,0 820,543,854,566,0 304,550,460,611,0 
main-2019-11-11T12:44:42.591973.jpg;452,548,559,594,0 841,539,870,561,0 593,530,606,571,1 631,546,701,583,0 817,543,851,566,0 285,550,448,612,0 553,529,568,574,1 
main-2019-11-11T12:44:42.724706.jpg;438,548,549,595,0 838,539,869,561,0 588,530,601,571,1 614,546,689,586,0 812,543,848,567,0 260,551,432,615,0 547,529,562,574,1 
main-2019-11-11T12:44:42.827465.jpg;427,548,542,596,0 836,539,867,562,0 584,530,597,571,1 599,546,679,588,0 809,544,846,568,0 240,551,419,617,0 542,529,558,575,1 
main-2019-11-11T12:44:42.949917.jpg;416,548,534,597,0 834,539,865,562,0 583,546,668,590,0 805,544,843,569,0 219,551,406,619,0 537,529,553,575,1 
main-2019-11-11T12:44:43.060346.jpg;401,548,523,599,0 831,538,863,563,0 559,547,652,593,0 800,544,840,570,0 190,551,387,622,0 531,528,547,576,1 
main-2019-11-11T12:44:43.174183.jpg;388,549,515,600,0 828,538,861,563,0 539,547,638,596,0 796,544,837,571,0 165,552,372,625,0 526,528,542,576,1 
main-2019-11-11T12:44:43.290841.jpg;372,549,504,602,0 826,538,861,564,0 510,548,619,600,0 791,544,834,572,0 131,552,352,629,0 
main-2019-11-11T12:44:43.401533.jpg;367,550,503,604,0 831,539,866,565,0 492,548,609,604,0 793,544,838,573,0 114,553,345,632,0 
main-2019-11-11T12:44:43.531265.jpg;372,550,512,606,0 845,539,882,566,0 476,550,605,610,0 805,545,852,575,0 104,554,346,637,0 
main-2019-11-11T12:44:43.660731.jpg;873,539,911,566,0 613,531,628,575,1 467,551,610,617,0 830,545,879,576,0 110,556,361,642,0 
main-2019-11-11T12:44:43.758551.jpg;899,538,938,567,0 640,531,655,576,1 464,552,618,622,0 853,545,905,578,0 123,557,380,645,0 
main-2019-11-11T12:44:43.861425.jpg;911,538,951,568,0 653,531,668,576,1 444,552,612,627,0 863,545,916,579,0 117,557,382,647,0 604,530,621,580,1 
main-2019-11-11T12:44:44.028798.jpg;912,538,953,569,0 653,530,668,575,1 381,553,576,637,0 860,545,916,581,0 77,556,362,651,0 603,529,620,580,1 
main-2019-11-11T12:44:44.109134.jpg;909,538,952,569,0 650,529,665,575,1 321,553,542,645,0 854,546,913,582,0 41,556,342,654,0 599,528,616,580,1 
main-2019-11-11T12:44:44.239871.jpg;906,538,950,570,0 646,529,661,576,1 224,554,489,660,0 846,546,908,584,0 0,556,315,660,0 593,527,611,580,1 
main-2019-11-11T12:44:44.339226.jpg;351,551,528,618,0 903,538,949,571,0 643,528,658,576,1 128,556,438,674,0 839,546,904,586,0 589,527,607,581,1 
main-2019-11-11T12:44:44.439750.jpg;333,551,517,620,0 899,538,947,572,0 639,528,655,576,1 5,557,377,693,0 831,546,899,589,0 584,527,602,581,1 
main-2019-11-11T12:44:44.570212.jpg;308,552,502,624,0 895,538,944,574,0 634,528,650,577,1 0,560,275,727,0 819,547,893,592,0 578,526,596,582,1 
main-2019-11-11T12:44:44.679068.jpg;287,552,490,626,0 871,540,906,565,0 891,538,942,575,0 631,528,647,577,1 809,547,888,594,0 573,526,592,582,1 
main-2019-11-11T12:44:44.789561.jpg;256,552,471,630,0 867,540,903,566,0 885,538,939,576,0 625,528,642,578,1 794,547,879,599,0 565,526,585,583,1 
main-2019-11-11T12:44:44.900470.jpg;231,553,457,634,0 881,538,937,578,0 621,528,638,578,1 781,548,872,602,0 560,526,580,584,1 
main-2019-11-11T12:44:44.992441.jpg;205,553,443,637,0 876,538,935,579,0 617,527,634,579,1 766,548,864,606,0 554,526,574,585,1 
main-2019-11-11T12:44:45.130916.jpg;168,554,422,642,0 869,538,931,581,0 612,527,629,580,1 744,549,853,612,0 547,525,567,585,1 
main-2019-11-11T12:44:45.258201.jpg;127,554,400,647,0 862,538,927,583,0 606,527,624,580,1 718,550,840,619,0 539,525,560,586,1 
main-2019-11-11T12:44:45.367444.jpg;93,555,381,652,0 855,537,924,585,0 601,527,619,581,1 695,551,828,626,0 533,525,554,587,1 
main-2019-11-11T12:44:45.460881.jpg;56,555,362,656,0 848,537,921,587,0 597,527,615,581,1 667,551,814,634,0 526,525,548,588,1 
main-2019-11-11T12:44:45.592557.jpg;0,556,332,664,0 837,537,915,591,0 590,526,609,582,1 618,553,791,647,0 517,524,539,589,1 
main-2019-11-11T12:44:45.725561.jpg;0,557,301,672,0 826,537,910,594,0 583,526,603,583,1 559,554,765,663,0 508,524,531,590,1 
main-2019-11-11T12:44:45.827234.jpg;0,557,276,679,0 816,537,905,597,0 578,526,598,584,1 500,556,739,680,0 501,524,524,591,1 
